f1,0.326240
f2,0.305566
f3,0.369966
f4,0.412514
f5,0.410225
f6,0.400031
f7,0.404145
f8,0.430151
f9,0.450347
f10,0.461342
f11,0.479757
f12,0.523374
f13,0.478272
f14,0.466783
f15,0.466783
f16,0.476599
f17,0.497598
f18,0.445865
f19,0.509727
f20,0.485721
f21,0.502488
f22,0.444475
f23,0.446859
f24,0.464372
f25,0.477410
f26,0.420693
f27,0.471798
f28,0.486854
f29,0.528334
f30,0.508391
f31,0.491473
f32,0.491488
f33,0.520496
f34,0.517980
f35,0.549021
f36,0.506051
f37,0.535499
f38,0.513630
f39,0.565886
f40,0.570126
f41,0.556809
f42,0.509085
f43,0.537110
f44,0.533150
f45,0.530515
f46,0.517980
f47,0.563117
f48,0.554322
f49,0.576899
f50,0.540230
f51,0.533150
f52,0.529958
f53,0.487040
f54,0.549170
f55,0.522862
f56,0.508605
f57,0.525726
f58,0.537032
f59,0.526047
f60,0.525726
f61,0.558748
f62,0.518622
f63,0.541294
f64,0.509175
f65,0.538540
f66,0.528624
f67,0.539871
f68,0.527143
f69,0.500129
f70,0.541294
f71,0.524477
f72,0.500129
f73,0.538540
f74,0.508245
f75,0.538617
f76,0.543620
f77,0.536580
f78,0.504273
f79,0.522862
f80,0.507459
f81,0.504273
f82,0.549780
f83,0.523387
f84,0.518622
f85,0.542747
f86,0.500334
f87,0.570771
f88,0.545658
f89,0.555362
f90,0.544085
f91,0.552682
f92,0.562618
f93,0.547586
f94,0.537522
f95,0.548605
f96,0.560736
f97,0.542823
f98,0.564645
f99,0.577734
f100,0.557652
f101,0.545992
f102,0.572560
f103,0.568586
f104,0.562618
f105,0.587549
f106,0.566677
f107,0.572560
f108,0.559688
f109,0.595713
f110,0.555620
f111,0.545658
f112,0.534604
f113,0.538960
f114,0.554602
f115,0.536580
f116,0.546718
f117,0.504273
f118,0.540554
f119,0.515356
f120,0.525573
f121,0.514566
f122,0.511391
f123,0.553734
f124,0.529523
f125,0.514566
f126,0.535783
f127,0.477357
f128,0.500334
f129,0.510090
f130,0.513914
f131,0.495085
f132,0.534604
f133,0.510673
f134,0.495407
f135,0.481111
f136,0.542823
f137,0.523804
f138,0.544563
f139,0.562618
f140,0.525573
f141,0.545992
f142,0.524261
f143,0.531323
f144,0.549192
f145,0.531912
f146,0.496428
f147,0.531323
f148,0.517769
f149,0.518491
f150,0.509637
f151,0.502980
f152,0.480799
f153,0.536580
f154,0.520480
f155,0.517183
f156,0.487950
f157,0.520087
f158,0.530866
f159,0.516189
f160,0.530327
f161,0.505455
f162,0.516398
f163,0.473396
f164,0.498382
f165,0.509308
f166,0.502530
f167,0.491260
f168,0.487750
f169,0.491404
f170,0.509308
f171,0.498529
f172,0.484094
f173,0.501927
f174,0.516728
f175,0.537914
f176,0.551971
f177,0.512736
f178,0.523264
f179,0.520087
f180,0.512585
f181,0.550644
f182,0.536580
f183,0.555687
f184,0.538960
f185,0.568586
f186,0.579521
f187,0.564645
f188,0.552424
f189,0.557652
f190,0.538371
f191,0.535127
f192,0.537914
f193,0.552424
f194,0.534604
f195,0.524261
f196,0.530866
f197,0.534211
f198,0.509100
f199,0.516728
f200,0.517769
f201,0.553734
f202,0.520087
f203,0.523804
f204,0.534604
f205,0.502530
f206,0.494792
f207,0.526887
f208,0.509100
f209,0.541254
f210,0.519818
f211,0.498793
f212,0.526737
f213,0.494792
f214,0.527156
f215,0.541254
f216,0.569600
f217,0.545992
f218,0.513004
f219,0.520087
f220,0.520087
f221,0.532637
f222,0.549192
f223,0.520480
f224,0.553010
f225,0.531323
f226,0.528727
f227,0.517183
f228,0.553010
f229,0.539686
f230,0.553734
f231,0.537585
f232,0.549848
f233,0.516398
f234,0.531323
f235,0.541645
f236,0.571624
f237,0.542167
f238,0.531323
f239,0.549192
f240,0.516728
f241,0.549192
f242,0.527156
f243,0.560014
f244,0.538371
f245,0.541645
f246,0.523473
f247,0.544949
f248,0.563853
f249,0.556204
f250,0.527549
f251,0.552424
f252,0.537914
f253,0.559431
f254,0.553010
f255,0.523473
f256,0.538371
f257,0.509308
f258,0.537914
f259,0.559431
f260,0.534211
f261,0.509637
f262,0.551971
f263,0.491260
f264,0.494814
f265,0.519818
f266,0.520480
f267,0.509100
f268,0.574697
f269,0.527156
f270,0.495085
f271,0.523804
f272,0.516189
f273,0.505639
f274,0.537379
f275,0.505530
f276,0.544949
f277,0.491228
f278,0.523264
f279,0.512585
f280,0.519633
f281,0.519818
f282,0.512585
f283,0.512550
f284,0.491486
f285,0.512625
f286,0.498604
f287,0.505490
f288,0.516096
f289,0.540814
f290,0.494943
f291,0.544334
f292,0.523195
f293,0.530536
f294,0.519668
f295,0.494814
f296,0.523473
f297,0.523195
f298,0.523195
f299,0.541254
f300,0.530237
f301,0.516728
f302,0.501998
f303,0.498423
f304,0.516096
f305,0.519668
f306,0.516096
f307,0.526737
f308,0.548283
f309,0.537379
f310,0.516096
f311,0.537379
f312,0.505712
f313,0.551367
f314,0.523195
f315,0.551971
f316,0.516247
f317,0.519709
f318,0.498604
f319,0.519633
f320,0.540842
f321,0.501907
f322,0.470732
f323,0.487688
f324,0.502056
f325,0.534211
f326,0.505530
f327,0.512550
f328,0.519709
f329,0.463182
f330,0.491228
f331,0.505455
f332,0.501907
f333,0.519633
f334,0.480549
f335,0.480916
f336,0.523195
f337,0.526704
f338,0.477883
f339,0.498604
f340,0.516825
f341,0.439174
f342,0.459777
f343,0.502289
f344,0.488386
f345,0.477499
f346,0.501927
f347,0.516096
f348,0.484640
f349,0.470059
f350,0.466609
f351,0.484356
f352,0.470732
f353,0.473532
f354,0.495510
f355,0.477499
f356,0.463182
f357,0.477214
f358,0.466609
f359,0.498423
