f1,0.062715
f2,0.326329
f3,0.373395
f4,0.379279
f5,0.381405
f6,0.347604
f7,0.411028
f8,0.397979
f9,0.354114
f10,0.403949
f11,0.416098
f12,0.423999
f13,0.399587
f14,0.391364
f15,0.395456
f16,0.417170
f17,0.398871
f18,0.375097
f19,0.421994
f20,0.431930
f21,0.453874
f22,0.386044
f23,0.389763
f24,0.415610
f25,0.408174
f26,0.442031
f27,0.411877
f28,0.411833
f29,0.379517
f30,0.397153
f31,0.371171
f32,0.433798
f33,0.426512
f34,0.422802
f35,0.387298
f36,0.441090
f37,0.412047
f38,0.476971
f39,0.469870
f40,0.494881
f41,0.451999
f42,0.466609
f43,0.470732
f44,0.477499
f45,0.462606
f46,0.463569
f47,0.488052
f48,0.494881
f49,0.498604
f50,0.474536
f51,0.473769
f52,0.474105
f53,0.484173
f54,0.494792
f55,0.449693
f56,0.481682
f57,0.541254
f58,0.516096
f59,0.494943
f60,0.495176
f61,0.487750
f62,0.477214
f63,0.473396
f64,0.459191
f65,0.466228
f66,0.460212
f67,0.491404
f68,0.519668
f69,0.495943
f70,0.463569
f71,0.477499
f72,0.460739
f73,0.463182
f74,0.492153
f75,0.484356
f76,0.461355
f77,0.547854
f78,0.470732
f79,0.477883
f80,0.460212
f81,0.467906
f82,0.502289
f83,0.466947
f84,0.494943
f85,0.470732
f86,0.470732
f87,0.474536
f88,0.505712
f89,0.406929
f90,0.461355
f91,0.466947
f92,0.454883
f93,0.489965
f94,0.509157
f95,0.523327
f96,0.530398
f97,0.502625
f98,0.477883
f99,0.530398
f100,0.493877
f101,0.456877
f102,0.464049
f103,0.487818
f104,0.484640
f105,0.471781
f106,0.442498
f107,0.499273
f108,0.467380
f109,0.456004
f110,0.452505
f111,0.530398
f112,0.480681
f113,0.419651
f114,0.466947
f115,0.448486
f116,0.426082
f117,0.498889
f118,0.458856
f119,0.443075
f120,0.478361
f121,0.482208
f122,0.401975
f123,0.421426
f124,0.460212
f125,0.443111
f126,0.430077
f127,0.443739
f128,0.464049
f129,0.471211
f130,0.478933
f131,0.443075
f132,0.482825
f133,0.470732
f134,0.530641
f135,0.447698
f136,0.510168
f137,0.422501
f138,0.468521
f139,0.488337
f140,0.488052
f141,0.456877
f142,0.519709
f143,0.456004
f144,0.501006
f145,0.499273
f146,0.472442
f147,0.526704
f148,0.471211
f149,0.544334
f150,0.454180
f151,0.475061
f152,0.462848
f153,0.535248
f154,0.495943
f155,0.519633
f156,0.463182
f157,0.509157
f158,0.495176
f159,0.516825
f160,0.506384
f161,0.505712
f162,0.462059
f163,0.512808
f164,0.501927
f165,0.481251
f166,0.481682
f167,0.475948
f168,0.537319
f169,0.456542
f170,0.509729
f171,0.451999
f172,0.467380
f173,0.495176
f174,0.442498
f175,0.454180
f176,0.523173
f177,0.501006
f178,0.457450
f179,0.495943
f180,0.512808
f181,0.499756
f182,0.493342
f183,0.440503
f184,0.485023
f185,0.477499
f186,0.493209
f187,0.530398
f188,0.479595
f189,0.477883
f190,0.486075
f191,0.498382
f192,0.512585
f193,0.462059
f194,0.460739
f195,0.477499
f196,0.472442
f197,0.482208
f198,0.534338
f199,0.495510
f200,0.470892
f201,0.516484
f202,0.495176
f203,0.460739
f204,0.448486
f205,0.450268
f206,0.477883
f207,0.510168
f208,0.492634
f209,0.470347
f210,0.473532
f211,0.491477
f212,0.496472
f213,0.519895
f214,0.498889
f215,0.477028
f216,0.510168
f217,0.477883
f218,0.505712
f219,0.485023
f220,0.464621
f221,0.432588
f222,0.482208
f223,0.502625
f224,0.548148
f225,0.526704
f226,0.474536
f227,0.486740
f228,0.457450
f229,0.475948
f230,0.456394
f231,0.496472
f232,0.520579
f233,0.482825
f234,0.485502
f235,0.426875
f236,0.503592
f237,0.458856
f238,0.477177
f239,0.477883
f240,0.450268
f241,0.450929
f242,0.480681
f243,0.433298
f244,0.457494
f245,0.498348
f246,0.537319
f247,0.494635
f248,0.463569
f249,0.516247
f250,0.418366
f251,0.449424
f252,0.495943
f253,0.468521
f254,0.512625
f255,0.448486
f256,0.471781
f257,0.481682
f258,0.472442
f259,0.469225
f260,0.477499
f261,0.470347
f262,0.450929
f263,0.390640
f264,0.463720
f265,0.509392
f266,0.467906
f267,0.434088
f268,0.452505
f269,0.410305
f270,0.444138
f271,0.390640
f272,0.450268
f273,0.418782
f274,0.474025
f275,0.458856
f276,0.476383
f277,0.486740
f278,0.450929
f279,0.474025
f280,0.458856
f281,0.464621
f282,0.430077
f283,0.519895
f284,0.462059
f285,0.460739
f286,0.418136
f287,0.479595
f288,0.412416
f289,0.420525
f290,0.435871
f291,0.485502
f292,0.478933
f293,0.494635
f294,0.458856
f295,0.472442
f296,0.468521
f297,0.455477
f298,0.430820
f299,0.416371
f300,0.474105
f301,0.439797
f302,0.459777
f303,0.492153
f304,0.450306
f305,0.444486
f306,0.458856
f307,0.455671
f308,0.480916
f309,0.439797
f310,0.474025
f311,0.485502
f312,0.495510
f313,0.487494
f314,0.430909
f315,0.462059
f316,0.444138
f317,0.410247
f318,0.449693
f319,0.477177
f320,0.463569
f321,0.458110
f322,0.497096
f323,0.441292
f324,0.428696
f325,0.449693
f326,0.510168
f327,0.486740
f328,0.429325
f329,0.458110
f330,0.467906
f331,0.449693
f332,0.474945
f333,0.473191
f334,0.426875
f335,0.462059
f336,0.412416
f337,0.462848
f338,0.381093
f339,0.382523
f340,0.489965
f341,0.453416
f342,0.469225
f343,0.453033
f344,0.448280
f345,0.451675
f346,0.481251
f347,0.431819
f348,0.466027
f349,0.499273
f350,0.426082
f351,0.479020
f352,0.471781
f353,0.467775
f354,0.437287
f355,0.470892
f356,0.470016
f357,0.473396
f358,0.489965
f359,0.441292
f360,0.462059
f361,0.450929
f362,0.486740
f363,0.434088
f364,0.408383
f365,0.446994
f366,0.466027
f367,0.468521
f368,0.512808
f369,0.446374
f370,0.450306
f371,0.488386
f372,0.426082
f373,0.375899
f374,0.519895
f375,0.454407
f376,0.486740
f377,0.457494
f378,0.442218
f379,0.401975
f380,0.433869
f381,0.456877
f382,0.442162
f383,0.447698
f384,0.523567
f385,0.441608
f386,0.453033
f387,0.502289
f388,0.481251
f389,0.443111
f390,0.472442
f391,0.486740
f392,0.473191
f393,0.466368
f394,0.453416
f395,0.464049
f396,0.433298
f397,0.446225
f398,0.466859
f399,0.488817
f400,0.441078
f401,0.430820
f402,0.436538
f403,0.447676
f404,0.471211
f405,0.456394
f406,0.492153
f407,0.453416
f408,0.422101
f409,0.475061
f410,0.492634
f411,0.512550
f412,0.442162
f413,0.399759
f414,0.426875
f415,0.444138
f416,0.479595
f417,0.431962
f418,0.471781
f419,0.485023
f420,0.436538
f421,0.471781
f422,0.418366
f423,0.446994
f424,0.466027
f425,0.473191
f426,0.423691
f427,0.369761
f428,0.527266
f429,0.464049
f430,0.405170
f431,0.495176
f432,0.477028
f433,0.428696
f434,0.430077
f435,0.449208
f436,0.478933
f437,0.475678
f438,0.495943
f439,0.442498
f440,0.445241
f441,0.382270
f442,0.425590
f443,0.476383
f444,0.450929
f445,0.498604
f446,0.423691
f447,0.471781
f448,0.428655
f449,0.432806
f450,0.488817
f451,0.467380
f452,0.493877
f453,0.440013
f454,0.464621
f455,0.428996
f456,0.421426
f457,0.427747
f458,0.404362
f459,0.395640
f460,0.519895
f461,0.468521
f462,0.459436
f463,0.402897
f464,0.442162
f465,0.471781
f466,0.449208
f467,0.460212
f468,0.425368
f469,0.526971
f470,0.436538
f471,0.386578
f472,0.443111
f473,0.438638
f474,0.436933
f475,0.428696
f476,0.477177
f477,0.421476
f478,0.487688
f479,0.458110
f480,0.489344
f481,0.471211
f482,0.415810
f483,0.449356
f484,0.435871
f485,0.388373
f486,0.489965
f487,0.401127
f488,0.527664
f489,0.438117
f490,0.410142
f491,0.436538
f492,0.426082
f493,0.477883
f494,0.376969
f495,0.398843
f496,0.468025
f497,0.471781
f498,0.477499
f499,0.398799
f500,0.420525
f501,0.411133
f502,0.438117
f503,0.487494
f504,0.403890
f505,0.359418
f506,0.449693
f507,0.453562
f508,0.420563
f509,0.406052
f510,0.446994
f511,0.464676
f512,0.431819
