f1,0.778017
f2,0.775862
f3,0.795259
f4,0.806034
f5,0.806034
f6,0.803879
f7,0.801724
f8,0.808190
f9,0.814655
f10,0.816810
f11,0.823276
f12,0.836207
f13,0.821121
f14,0.816810
f15,0.816810
f16,0.821121
f17,0.827586
f18,0.810345
f19,0.829741
f20,0.821121
f21,0.825431
f22,0.803879
f23,0.806034
f24,0.810345
f25,0.810345
f26,0.793103
f27,0.812500
f28,0.818966
f29,0.831897
f30,0.823276
f31,0.818966
f32,0.816810
f33,0.827586
f34,0.825431
f35,0.836207
f36,0.823276
f37,0.834052
f38,0.821121
f39,0.842672
f40,0.842672
f41,0.840517
f42,0.818966
f43,0.829741
f44,0.825431
f45,0.825431
f46,0.825431
f47,0.840517
f48,0.831897
f49,0.842672
f50,0.827586
f51,0.825431
f52,0.821121
f53,0.808190
f54,0.831897
f55,0.818966
f56,0.814655
f57,0.818966
f58,0.823276
f59,0.823276
f60,0.818966
f61,0.834052
f62,0.816810
f63,0.825431
f64,0.810345
f65,0.825431
f66,0.818966
f67,0.823276
f68,0.821121
f69,0.810345
f70,0.825431
f71,0.816810
f72,0.810345
f73,0.825431
f74,0.808190
f75,0.821121
f76,0.818966
f77,0.816810
f78,0.806034
f79,0.818966
f80,0.806034
f81,0.806034
f82,0.825431
f83,0.814655
f84,0.816810
f85,0.823276
f86,0.803879
f87,0.831897
f88,0.823276
f89,0.829741
f90,0.825431
f91,0.825431
f92,0.827586
f93,0.821121
f94,0.818966
f95,0.823276
f96,0.823276
f97,0.816810
f98,0.825431
f99,0.834052
f100,0.823276
f101,0.816810
f102,0.829741
f103,0.827586
f104,0.827586
f105,0.836207
f106,0.829741
f107,0.829741
f108,0.827586
f109,0.840517
f110,0.825431
f111,0.823276
f112,0.810345
f113,0.814655
f114,0.823276
f115,0.816810
f116,0.818966
f117,0.806034
f118,0.818966
f119,0.810345
f120,0.812500
f121,0.808190
f122,0.808190
f123,0.821121
f124,0.814655
f125,0.808190
f126,0.814655
f127,0.790948
f128,0.803879
f129,0.803879
f130,0.806034
f131,0.795259
f132,0.810345
f133,0.806034
f134,0.797414
f135,0.793103
f136,0.816810
f137,0.806034
f138,0.821121
f139,0.827586
f140,0.812500
f141,0.816810
f142,0.808190
f143,0.810345
f144,0.816810
f145,0.812500
f146,0.801724
f147,0.810345
f148,0.808190
f149,0.810345
f150,0.801724
f151,0.801724
f152,0.790948
f153,0.816810
f154,0.806034
f155,0.806034
f156,0.793103
f157,0.803879
f158,0.808190
f159,0.799569
f160,0.803879
f161,0.793103
f162,0.801724
f163,0.782328
f164,0.793103
f165,0.799569
f166,0.799569
f167,0.790948
f168,0.790948
f169,0.793103
f170,0.799569
f171,0.795259
f172,0.786638
f173,0.790948
f174,0.803879
f175,0.810345
f176,0.814655
f177,0.799569
f178,0.801724
f179,0.803879
f180,0.797414
f181,0.821121
f182,0.816810
f183,0.816810
f184,0.814655
f185,0.827586
f186,0.831897
f187,0.825431
f188,0.816810
f189,0.823276
f190,0.812500
f191,0.812500
f192,0.810345
f193,0.816810
f194,0.810345
f195,0.808190
f196,0.808190
f197,0.808190
f198,0.797414
